# Frequency (Hz), Real Zperp (Ohm/m/m), Imaginary Zperp (Ohm/m/m)
1.049593230558226585e+09,6.286179763058997949e+00,-6.287655831636706161e+00
1.079028791516185760e+09,6.199706168785327876e+00,-6.201086645630407901e+00
1.109289864895222664e+09,6.114411429393728170e+00,-6.115697376085615034e+00
1.140399601970030785e+09,6.030279029589361350e+00,-6.031471435923359437e+00
1.172381803286599636e+09,5.947292664994342282e+00,-5.948392449840061325e+00
1.205260936870841265e+09,5.865436238627450116e+00,-5.866444250650380887e+00
1.239062156947918177e+09,5.784693857387017246e+00,-5.785610875735835101e+00
1.273811323186478376e+09,5.705049828567203107e+00,-5.705876563569326265e+00
1.309535020482665062e+09,5.626488656385186360e+00,-5.627225750119460024e+00
1.346260579298911095e+09,5.548995038525199597e+00,-5.549643065394956665e+00
1.384016096573130131e+09,5.472553862700896943e+00,-5.473113329945360483e+00
1.422830457214354753e+09,5.397150203228199494e+00,-5.397621551398208872e+00
1.462733356201129913e+09,5.322769317614669760e+00,-5.323152921015349648e+00
1.503755321299735308e+09,5.249396643151408526e+00,-5.249692810192426506e+00
1.545927736419478416e+09,5.177017793527446621e+00,-5.177226767088050075e+00
1.589282865622976303e+09,5.105618555437674289e+00,-5.105740513159247485e+00
1.633853877809863806e+09,5.035184885207830696e+00,-5.035219939782964005e+00
1.679674872092653275e+09,4.965702905417300528e+00,-4.965651104760285151e+00
1.726780903884352446e+09,4.897158901529552466e+00,-4.897020229000857761e+00
1.775208011717636108e+09,4.829539318523471181e+00,-4.829313693064698931e+00
1.824993244816150427e+09,4.762830757518839775e+00,-4.762518033794257200e+00
1.876174691439123392e+09,4.697019972410742206e+00,-4.696619940848075103e+00
1.928791508020777702e+09,4.632093866488194323e+00,-4.631606253338500956e+00
1.982883949127067327e+09,4.568039489059628977e+00,-4.567463956422464832e+00
2.038493398252464294e+09,4.504844032063211934e+00,-4.504180177891048409e+00
2.095662399480430841e+09,4.442494826670304597e+00,-4.441742184677512917e+00
2.154434690031886578e+09,4.380979339883316115e+00,-4.380137379525642416e+00
2.214855233726359367e+09,4.320285171115066269e+00,-4.319353297462579455e+00
2.276970255381675243e+09,4.260400048761471048e+00,-4.259377602443617405e+00
2.340827276178294182e+09,4.201311826751568113e+00,-4.200198083742931132e+00
2.406475150015421867e+09,4.143008481087967709e+00,-4.141802652614120284e+00
2.473964100886816502e+09,4.085478106364601736e+00,-4.084179338738831433e+00
2.543345761304648399e+09,4.028708912265281938e+00,-4.027316286677472768e+00
2.614673211801086903e+09,3.972689220040914737e+00,-3.971201752381228189e+00
2.688001021537607670e+09,3.917407458960897593e+00,-3.915824099652427392e+00
2.763385290053166866e+09,3.862852162747433926e+00,-3.861171796525153521e+00
2.840883690183307171e+09,3.809011965974356873e+00,-3.807233411690590597e+00
2.920555512182744980e+09,3.755875600444610107e+00,-3.753997610905456472e+00
3.002461709085543156e+09,3.703431891535829745e+00,-3.701453153289430364e+00
3.086664943337274551e+09,3.651669754520909361e+00,-3.649588887730151665e+00
3.173229634734972954e+09,3.600578190852868676e+00,-3.598393749120266438e+00
3.262222009711673260e+09,3.550146284419620990e+00,-3.547856754684137748e+00
3.353710152002928734e+09,3.500363197771089840e+00,-3.497967000248594527e+00
3.447764054734457016e+09,3.451218168308056278e+00,-3.448713656410159700e+00
3.544455673970435619e+09,3.402700504439933660e+00,-3.400085964804035576e+00
3.643858983763540745e+09,3.354799581712991419e+00,-3.352073234241910171e+00
3.746050032748996735e+09,3.307504838907809219e+00,-3.304664836883072443e+00
3.851107002325568676e+09,3.260805774095972609e+00,-3.257850204384071358e+00
3.959110266468450546e+09,3.214691940679582860e+00,-3.211618824019804030e+00
4.070142453219439030e+09,3.169152943393920729e+00,-3.165960234722607236e+00
4.184288507901576042e+09,3.124178434287929740e+00,-3.120864023250691677e+00
4.301635758106799126e+09,3.079758108679666151e+00,-3.076319820196632193e+00
4.422273980505896568e+09,3.035881701092492335e+00,-3.032317296086556535e+00
4.546295469532390594e+09,2.992538981175981050e+00,-2.988846157431756634e+00
4.673795107992463112e+09,2.949719749613900710e+00,-2.945896142825706665e+00
4.804870439655123711e+09,2.907413834029250577e+00,-2.903457018946620227e+00
4.939621743878325462e+09,2.865611084890085092e+00,-2.861518576798300018e+00
5.078152112327671051e+09,2.824301371422778484e+00,-2.820070627689939435e+00
5.220567527846964836e+09,2.783474577545966167e+00,-2.779102999487818693e+00
5.366976945540475845e+09,2.743120597831603558e+00,-2.738605532849707203e+00
5.517492376129117012e+09,2.703229333508278653e+00,-2.698568077423657119e+00
5.672228971644549370e+09,2.663790688515936367e+00,-2.658980488311849744e+00
5.831305113526218414e+09,2.624794565629368304e+00,-2.619832622465653849e+00
5.994842503189420700e+09,2.586230862670599429e+00,-2.581114335236637469e+00
6.162966255132942200e+09,2.548089468823767856e+00,-2.542815477149595438e+00
6.335804992658241272e+09,2.510360261078223854e+00,-2.504925890730575588e+00
6.513490946272809029e+09,2.473033100819192587e+00,-2.467435407539966707e+00
6.696160054853215218e+09,2.436097830603254799e+00,-2.430333845485345812e+00
6.883952069645510674e+09,2.399544271130683804e+00,-2.393611006261289198e+00
7.077010661181889534e+09,2.363362218469938991e+00,-2.357256673185252449e+00
7.275483529196217537e+09,2.327541441549993095e+00,-2.321260609278787523e+00
7.479522515621829033e+09,2.292071679976243725e+00,-2.285612555708115501e+00
7.689283720758305550e+09,2.256942642206157146e+00,-2.250302230719664731e+00
7.904927622696436882e+09,2.222144004137623696e+00,-2.215319328891957706e+00
8.126619200091945648e+09,2.187665408164086500e+00,-2.180653520982528182e+00
8.354528058382854462e+09,2.153496462750677409e+00,-2.146294454386571182e+00
8.588828559546258926e+09,2.119626742605234426e+00,-2.112231754103119474e+00
8.829699955494083405e+09,2.086045789504401782e+00,-2.078455024562481324e+00
9.077326525210241318e+09,2.052743113858943591e+00,-2.044953852074144152e+00
9.331897715733238220e+09,2.019708197097934477e+00,-2.011717808309838151e+00
9.593608287093126297e+09,1.986930494962425575e+00,-1.978736454599859140e+00
9.862658461312829971e+09,1.954399441807464388e+00,-1.945999347348203345e+00
1.013925407558814240e+10,1.922104456014798846e+00,-1.913496044622657655e+00
1.042360673976403236e+10,1.890034946630514412e+00,-1.881216113958496416e+00
1.071593399822671127e+10,1.858180321347073782e+00,-1.849149141489962123e+00
1.101645949633654594e+10,1.826529995959010888e+00,-1.817284742778441098e+00
1.132541315152812576e+10,1.795073405426499180e+00,-1.785612575027166526e+00
1.164303132920875549e+10,1.763800016694145212e+00,-1.754122351209049580e+00
1.196955702359045219e+10,1.732699343415349258e+00,-1.722803856083393370e+00
1.230524004359261513e+10,1.701760962740675787e+00,-1.691646964245657525e+00
1.265033720395901299e+10,1.670974534337545947e+00,-1.660641660408602727e+00
1.300511252173409843e+10,1.640329821812788857e+00,-1.629778061992979143e+00
1.336983741824945259e+10,1.609816716716610863e+00,-1.599046444366533759e+00
1.374479092677539444e+10,1.579425265302670578e+00,-1.568437268644373273e+00
1.413025990599533653e+10,1.549145698233614921e+00,-1.537941212378592493e+00
1.452653925946778297e+10,1.518968463408734815e+00,-1.507549203368549362e+00
1.493393216124253273e+10,1.488884262092244004e+00,-1.477252456415283799e+00
1.535275028780421066e+10,1.458884088517129252e+00,-1.447042513593850277e+00
1.578331405652119637e+10,1.428959273126757523e+00,-1.416911287864878410e+00
1.622595287078087044e+10,1.399101529599336535e+00,-1.386851110233649154e+00
1.668100537200055695e+10,1.369303005790296179e+00,-1.356854780621148615e+00
1.714881969870540810e+10,1.339556338694953608e+00,-1.326915622432825792e+00
1.762975375287203979e+10,1.309854713505265611e+00,-1.297027540893086028e+00
1.812417547374239349e+10,1.280191926798721180e+00,-1.267185085122872090e+00
1.863246311931559753e+10,1.250562453850080802e+00,-1.237383513973580262e+00
1.915500555573524094e+10,1.220961519999577805e+00,-1.207618865508004458e+00
1.969220255479173660e+10,1.191385175951549691e+00,-1.177888029754279531e+00
2.024446509976801682e+10,1.161830376798763220e+00,-1.148188824967816490e+00
2.081221569986341476e+10,1.132295064487591763e+00,-1.118520076500089111e+00
2.139588871343421555e+10,1.102778253335352288e+00,-1.088881698307158086e+00
2.199593068030070114e+10,1.073280118110452319e+00,-1.059274776411212482e+00
2.261280066337279510e+10,1.043802084062058544e+00,-1.029701653596934330e+00
2.324697059985645676e+10,1.014346918153915311e+00,-1.000166014809218185e+00
2.389892566231052780e+10,9.849188206165024884e-01,-9.706729721387411525e-01
2.456916462982789993e+10,9.555235157785471056e-01,-9.412291484852902679e-01
2.525820026962779617e+10,9.261683409758052488e-01,-9.118427586846963306e-01
2.596655972934872437e+10,8.968623321706338247e-01,-8.825236867226357029e-01
2.669478494034318161e+10,8.676163047406219020e-01,-8.532835576290640489e-01
2.744343303228367996e+10,8.384429277263286684e-01,-8.241358022482594414e-01
2.821307675939470673e+10,8.093567896568000242e-01,-7.950957132366126556e-01
2.900430493863985825e+10,7.803744539166540539e-01,-7.661804901879588625e-01
2.981772290019673538e+10,7.515145014696299475e-01,-7.374092718891508413e-01
3.065395295056523514e+10,7.227975586366074401e-01,-7.088031535148696660e-01
3.151363484866482544e+10,6.942463075296428920e-01,-6.803851864450837228e-01
3.239742629528195572e+10,6.658854766894822808e-01,-6.521803584690886169e-01
3.330600343624581909e+10,6.377418094676446936e-01,-6.242155520614482977e-01
3.424006137971425629e+10,6.098440077375136825e-01,-5.965194784030636299e-01
3.520031472796675110e+10,5.822226486379322719e-01,-5.691225852720603884e-01
3.618749812411283875e+10,5.549100722326809620e-01,-5.420569366061230854e-01
3.720236681413066101e+10,5.279402382463058707e-01,-5.153560623689996678e-01
3.824569722466991425e+10,5.013485503907063601e-01,-4.890547772516815606e-01
3.931828755705770111e+10,4.751716472556205551e-01,-4.631889675863418709e-01
4.042095839796302032e+10,4.494471592877803401e-01,-4.377953460521215034e-01
4.155455334718879700e+10,4.242134320329700170e-01,-4.129111746457729271e-01
4.271993966306776428e+10,3.995092165623417291e-01,-3.885739570398820675e-01
4.391800892596076965e+10,3.753733288312373628e-01,-3.648211021584994440e-01
4.514967772036101532e+10,3.518442806244513887e-01,-3.416895618470667251e-01
4.641588833612772369e+10,3.289598856946310823e-01,-3.192154463958795096e-01
4.771760948938750458e+10,3.067568456867754145e-01,-2.974336223152217462e-01
4.905583706365045166e+10,2.852703214309548208e-01,-2.763772982354676389e-01
5.043159487171348572e+10,2.645334961308794530e-01,-2.560776053072910674e-01
5.184593543892913055e+10,2.445771378630066384e-01,-2.365631792798979505e-01
5.329994080844082642e+10,2.254291695595802558e-01,-2.178597523124162771e-01
5.479472336900292969e+10,2.071142552610314158e-01,-1.999897631703237699e-01
5.633142670601351929e+10,1.896534118292538817e-01,-1.829719942814890810e-01
5.791122647641746521e+10,1.730636554816160633e-01,-1.668212450887776033e-01
5.953533130814369965e+10,1.573576923963941887e-01,-1.515480500039982914e-01
6.120498372476690674e+10,1.425436622325643443e-01,-1.371584495379949420e-01
6.292146109610350800e+10,1.286249426747347602e-01,-1.236538220658052883e-01
6.468607661546321106e+10,1.156000220600227057e-01,-1.110307825733622966e-01
6.650018030431131744e+10,1.034624457760238425e-01,-9.928115361315502374e-02
6.836516004510238647e+10,9.220084045977572362e-02,-8.839201171277348557e-02
7.028244264308338928e+10,8.179901812244912140e-02,-7.834581080015512455e-02
7.225349491787220764e+10,7.223616022872363096e-02,-6.912058234387620514e-02
7.427982482564910889e+10,6.348707954368841555e-02,-6.069020920027971833e-02
7.636298261282257080e+10,5.552255530798411165e-02,-5.302476868080888833e-02
7.850456200204508972e+10,4.830973510345298177e-02,-4.609093791478770241e-02
8.070620141149490356e+10,4.181259471928727017e-02,-3.985245246870364882e-02
8.296958520834915161e+10,3.599244552004633724e-02,-3.427060812011630681e-02
8.529644499741017151e+10,3.080847732940721756e-02,-2.930479371282256051e-02
8.768856094587445068e+10,2.621832376121646657e-02,-2.491304243508002739e-02
9.014776314524917603e+10,2.217863629953290353e-02,-2.105258823468597607e-02
9.267593301146864319e+10,1.864565329554086770e-02,-1.768041418360642367e-02
9.527500472427299500e+10,1.557575041910533656e-02,-1.475377984548721308e-02
9.794696670695385742e+10,1.292595996621545909e-02,-1.223071593356581284e-02
1.006938631476029205e+11,1.065444774164330151e-02,-1.007047548104813943e-02
1.035177955630176239e+11,8.720937948348373575e-03,-8.233932994770194400e-03
1.064209244064722443e+11,7.087078538830048416e-03,-6.683924665694057111e-03
1.094054707205743561e+11,5.716741723864685217e-03,-5.385524803431339727e-03
1.124737178364750824e+11,4.576256683499360309e-03,-4.306256519041968753e-03
1.156280131207377777e+11,3.634573872451337187e-03,-3.416236248824453675e-03
1.188707697711903229e+11,2.863362553770436129e-03,-2.688254180032777045e-03
1.222044686631486206e+11,2.237045228594975420e-03,-2.097794583293963958e-03
1.256316602474121399e+11,1.732774379431462454e-03,-1.623001502362718266e-03
1.291549665014882660e+11,1.330358340089418884e-03,-1.244596699645521363e-03
1.327770829355431824e+11,1.012144112447809722e-03,-9.457573767760120605e-04
1.365007806546013794e+11,7.628655473555015758e-04,-7.119621651989914337e-04
1.403289084785870361e+11,5.694655028264143052e-04,-5.308134116691882011e-04
1.442643951218158875e+11,4.209004149088303682e-04,-3.918440551367666507e-04
1.483102514336102905e+11,3.079352110714781788e-04,-2.863165516623559885e-04
1.524695727017575989e+11,2.229357232758778350e-04,-2.070206130882126100e-04
1.567455410205595093e+11,1.596647872552914283e-04,-1.480755569181382413e-04
1.611414277253016663e+11,1.130871182961094363e-04,-1.047420345452127269e-04
1.656605958949915161e+11,7.918690407349249856e-05,-7.324669295310109226e-05
1.703065029252842712e+11,5.480091686163661132e-05,-5.062235362916036902e-05
1.750827031735726929e+11,3.746887712833890183e-05,-3.456510699488208932e-05
1.799928506782476501e+11,2.530184134158122605e-05,-2.330906408537148684e-05
1.850407019542298279e+11,1.686857139513480894e-05,-1.551848167534302660e-05
1.902301188668945923e+11,1.109918629448799094e-05,-1.019653004325426949e-05
1.955650715865946960e+11,7.204905014424128051e-06,-6.609550338794437552e-06
2.010496416260501099e+11,4.612356148845677529e-06,-4.225136565189454987e-06
2.066880249629082031e+11,2.910740374067805050e-06,-2.662491770414153294e-06
2.124845352498878479e+11,1.810064561175309693e-06,-1.653248267985933193e-06
2.184436071149428406e+11,1.108699060312808050e-06,-1.011136496666345978e-06
2.245697995539771729e+11,6.686154304156814255e-07,-6.088481611161826408e-07
2.308677994187171936e+11,3.968178269702152325e-07,-3.607933714139137563e-07
2.373424250023866272e+11,2.316656715534301013e-07,-2.103074704400943802e-07
2.439986297259545288e+11,1.329799718392510349e-07,-1.205245537517073254e-07
2.508415059277541199e+11,7.501662635460752026e-08,-6.787983873085097436e-08
2.578762887593798218e+11,4.156831990163337710e-08,-3.755740212060782940e-08
2.651083601908541565e+11,2.261425619847823134e-08,-2.039681957882808326e-08
2.725432531281027832e+11,1.207235284903098238e-08,-1.087309736715964633e-08
2.801866556459189453e+11,6.320623458500971448e-09,-5.684017344618426179e-09
2.880444153396297607e+11,3.243765159127264282e-09,-2.912061659860336265e-09
2.961225437988031616e+11,1.630853403678867842e-09,-1.461628915089149673e-09
3.044272212064306030e+11,8.027975827672154169e-10,-7.193214338103793826e-10
3.129648010670750732e+11,3.866950936601978150e-10,-3.395322008769136509e-10
3.217418150676364746e+11,1.821481602284297357e-10,-1.581409675095481997e-10
3.307649780744242554e+11,8.385178189721769831e-11,-7.177511876056236426e-11
3.400411932703702393e+11,3.770243046698694429e-11,-3.500121619996578792e-11
3.495775574363278809e+11,1.654352406288228679e-11,-2.023905072206045203e-11
3.593813663804625854e+11,7.082937748862747041e-12,-3.510378362000522756e-12
3.694601205199295044e+11,2.953023254195712634e-12,-4.033993114060228677e-12
3.798215306190736084e+11,1.201896813855465424e-12,3.131835593688961293e-12
3.904735236885556030e+11,4.764402233900605206e-13,-3.054107457657858317e-12
4.014242490499326172e+11,1.821443259764110248e-13,-5.247034008024332907e-12
4.126820845702951660e+11,6.644140023114662588e-14,7.022373760666009968e-12
4.242556430717768555e+11,2.388200647511199376e-14,3.857223124455087283e-12
4.361537789208005981e+11,9.740600108803375841e-15,-2.787486876387035761e-12
4.483855948021181641e+11,2.506612810186320078e-15,-6.075623027045114445e-13
4.609604486828438721e+11,-1.498222120987408793e-16,3.116774379632937190e-12
4.738879609717651367e+11,4.206225409344599326e-16,-2.323842509764574458e-12
4.871780218794620972e+11,7.510293798332669618e-16,5.070465665426801107e-12
5.008407989848212280e+11,-6.727683761999994132e-16,6.218308989314363934e-12
5.148867450137487183e+11,-6.814758680528662003e-16,-5.556017051124008702e-12
5.293266058360567017e+11,-2.166548924745711050e-16,2.380851748855167591e-12
5.441714286865887451e+11,7.885180318088654528e-16,6.465312119382527460e-13
5.594325706169366455e+11,5.041100285988574402e-18,-5.761524612026869358e-12
5.751217071841613770e+11,5.049720727547637346e-16,7.157794368980865216e-12
5.912508413831868896e+11,-3.193259674132224314e-16,-7.244608695830448520e-12
6.078323128297236328e+11,-7.637089140547598815e-17,6.720044474934889686e-12
6.248788072006888428e+11,-1.248238809185231042e-16,-6.984775899050022352e-12
6.424033659394204102e+11,5.557896060475146668e-16,-5.876739539427051729e-12
6.604193962330305176e+11,-6.551184234669136861e-16,-2.784527858906979479e-12
6.789406812696098633e+11,3.524972364225408537e-16,-5.691598230973649066e-12
6.979813907830667725e+11,-6.012229983368541063e-16,4.372472080453306766e-12
7.175560918936921387e+11,-3.327461990355774368e-16,-4.185905552158845916e-13
7.376797602527745361e+11,-1.939719410619607248e-16,6.101255333002447686e-12
7.583677914997191162e+11,-1.360310990483767648e-16,3.575850361731909651e-12
7.796360130405220947e+11,-1.537720000550154719e-16,-1.954372849603920145e-12
8.015006961565413818e+11,3.115796748068860968e-16,-6.224977669699307756e-12
8.239785684528510742e+11,-2.324405840600618744e-18,-1.536103756943473647e-12
8.470868266557419434e+11,-1.977477827869318604e-17,-7.159803201773934540e-12
8.708431497690723877e+11,-2.880930427380743340e-16,6.524924801108570628e-12
8.952657125996381836e+11,-3.662551111408926996e-16,-3.775913941597448115e-12
9.203731996618229980e+11,2.541380897029304868e-16,5.265712799335572208e-12
9.461848194721992188e+11,4.860948895967597296e-16,-2.623005457313195427e-12
9.727203192450556641e+11,2.696432679400497687e-16,-6.637360427171491023e-12
1.000000000000000000e+12,-2.340537164900512716e-17,-3.010429491139606645e-12
